date,balance,count
2020-05-03,5119.134982,279
2020-05-10,5127.095816,279
2020-05-17,5126.274743,279
2020-05-24,5121.603256,278
2020-05-31,5118.760787,279
2020-06-07,5185.473615,286
2020-06-14,5226.903124,292
2020-06-21,5298.264636,296
2020-06-28,5304.727904,296
2020-07-05,5377.818005,306
2020-07-12,5385.670431,309
2020-07-19,5390.546057,312
2020-07-26,5428.979477,321
2020-08-02,5546.291007,329
2020-08-09,5592.51422,331
2020-08-16,5566.952867,332
2020-08-23,5551.696658,335
2020-08-30,5586.184873,337
2020-09-06,5546.354952,335
2020-09-13,5503.270619,329
2020-09-20,5493.639818,328
2020-09-27,5491.23058,327
2020-10-04,5464.511343,327
2020-10-11,5464.511343,327
2020-10-18,5478.687182,330
2020-10-25,5658.75206,337
2020-11-01,5745.623372,341
2020-11-08,5782.01543,349
2020-11-15,5881.280821,348
2020-11-22,5864.70007,349
2020-11-29,5730.679333,348
2020-12-06,5729.778886,351
2020-12-13,5760.033382,356
2020-12-20,6167.420616,362
2020-12-27,6172.303309,366
2021-01-03,6063.164437,366
2021-01-10,6061.257627,365
2021-01-17,6051.406516,365
2021-01-24,6044.832076,368
2021-01-31,6287.302725,372
2021-02-07,6235.939545,369
2021-02-14,6234.036858,371
2021-02-21,6235.771371,371
2021-02-28,6227.73002,371
2021-03-07,6223.626733,368
2021-03-14,6222.593731,365
2021-03-21,6240.777755,367
2021-03-28,6325.627546,373
2021-04-04,6533.995451,376
2021-04-11,6532.223162,380
2021-04-18,6790.334579,383
2021-04-25,6807.104832,384
2021-05-02,6819.114771,384
2021-05-09,6816.929787,384
2021-05-16,6783.809721,384
2021-05-23,6775.919838,382
2021-05-30,6785.81228,385
2021-06-06,6796.518392,386
2021-06-13,6829.945272,391
2021-06-20,7072.310274,392
2021-06-27,6861.999154791,393
2021-07-04,6834.799042811,392
2021-07-11,6829.813131811,394
2021-07-18,6874.213604811,395
2021-07-25,6894.110719811,396
2021-08-01,6896.816818811,396
2021-08-08,6915.546494,396
2021-08-15,6920.118838,400
2021-08-22,7071.702222,401
2021-08-29,7065.608434,402
2021-09-05,7050.235036,399
2021-09-12,7031.619823,398
2021-09-17,7011.586254,397
2021-09-24,6979.338497,395
2021-09-30,6969.211,395
2021-10-08,6969.211,395
2021-10-15,6961.15,394
2021-10-22,6936.22,395
2021-10-29,6956.28,398
2021-11-05,6995.1,398
2021-11-12,7078.86,403
2021-11-19,7071.06,402
2021-11-26,7075.91,402
2021-12-03,7081.87,403
2021-12-10,7086.88,398
2021-12-17,7092.24,399
2021-12-24,7103.11,399
2021-12-31,7627.81,402
2022-01-07,7695.55,404
2022-01-14,7682.94,402
2022-01-21,7642.78,395
2022-01-28,7637.48,404
2022-02-13,7618.13,392
2022-02-20,7568.79,406
2022-02-27,7656.0,409
2022-03-06,7810.8,412
2022-03-11,7793.9,406
2022-03-18,7788.47,392
2022-03-25,8020.81,396
2022-04-01,8044.75,397
2022-04-08,8029.06,400
2022-04-15,8015.21,403
2022-04-22,8071.3,420
2022-04-29,8128.46,408
2022-05-06,8128.36,407
2022-05-13,8125.49,413
2022-05-20,8112.16,410
2022-05-27,8145.22,416
2022-06-02,8245.27,428
2022-06-10,7538.7,442
2022-06-17,7598.8,443
2022-06-24,7654.04,448
2022-07-01,7681.84,448
2022-07-08,7703.52,446
2022-07-15,7713.34,447
2022-07-22,7762.7,453
2022-07-29,7757.57,452
2022-08-07,7787.56,455
2022-08-12,7809.43,459
2022-08-19,7827.32,461
2022-08-26,7727.16,447
2022-09-02,7726.94,446
2022-09-09,7753.13,450
2022-09-16,7754.75,450
2022-09-23,7748.13,447
2022-09-30,7749.99,447
2022-10-14,7742.15,445
2022-10-21,7760.6,448
2022-10-28,7858.87,451
2022-11-04,7924.0,457
2022-11-11,7958.79,461
2022-11-18,8010.34,463
2022-11-25,8090.37,470
2022-12-02,8102.76,472
2022-12-09,8106.91,471
2022-12-16,8132.81,473
2022-12-23,8176.92,478
2022-12-30,8295.49,478
2023-01-06,8290.4,477
2023-01-13,8411.19,494
2023-01-20,8411.19,494
2023-02-05,8402.01,490
2023-02-12,8398.12,490
2023-02-19,8493.61,492
2023-02-26,8513.71,494
2023-03-05,8542.497666,499
2023-03-12,8564.7328,501
2023-03-19,8383.46,501
2023-03-26,8460.6,504
2023-04-02,8496.03,508
2023-04-09,8507.4,509
2023-04-16,8578.4,517
2023-04-23,8675.86,518
2023-04-30,8655.9,518
2023-05-07,8698.8,518
2023-05-14,8566.07,515
2023-05-21,8510.66,504
2023-05-28,8555.0,513
2023-06-04,8550.14,512
2023-06-11,8503.8,508
2023-06-18,8812.4,508
2023-06-25,8810.80216,510
2023-07-02,8598.09,517
2023-07-09,8552.66,521
2023-07-16,8545.08,522
2023-07-23,8682.29,532
2023-07-30,8978.63912599999,537
2023-08-06,8768.33,544
2023-08-13,9018.8,542
2023-08-20,8810.51,550
2023-08-27,8825.16,552
2023-09-01,8809.68,551
2023-09-08,8771.7,553
2023-09-15,8765.63,557
2023-09-22,8762.31,559
2023-09-29,8751.21,559
2023-10-20,8752.61,565
2023-10-27,8776.61,569
2023-11-03,8761.83,567
2023-11-10,8762.73,568
2023-11-17,8751.27,567
2023-11-24,8741.67,567
2023-12-01,8713.61,566
2023-12-08,8684.33,564
2023-12-15,8662.62,565
2023-12-22,8913.85,551
2023-12-29,8800.41,548
2024-01-05,8772.5,548
2024-01-14,8876.5,549
2024-01-19,8777.9,550
2024-01-26,8820.5,553
2024-02-02,8749.5975737606,552
2024-02-08,8683.0738327606,548
2024-02-23,8639.25848176061,552
2024-03-01,8632.69,552
2024-03-08,8605.8005687606,551
2024-03-15,8505.5152027606,548
2024-03-22,8488.7,548
2024-03-31,8480.1811677606,547
2024-04-03,8080.80675100061,546
2024-04-12,8065.81996636061,541
2024-04-19,8045.4,539
2024-04-26,8044.4387483606,540
2024-04-30,8048.0829263606,541
2024-05-10,8044.48994436059,539
2024-05-17,8050.6947783606,540
2024-05-24,8043.98704236059,540
2024-05-31,8042.6,539
2024-06-07,8036.2,539
2024-06-14,8029.4605693606,537
2024-06-21,8024.2476673606,536
2024-06-28,8105.9103193606,536
2024-07-05,7959.87102405461,533
2024-07-12,7980.69804305461,533
2024-07-19,7976.55597605461,531
2024-07-26,7978.4,531
2024-08-02,7969.8127672146,530
2024-08-09,7963.9140232146,531
2024-08-16,7966.67630217461,531
2024-08-23,7823.0,530
2024-08-30,7792.32277605461,531
2024-09-06,7838.4712810546,535
2024-09-13,7842.5934750546,537
2024-09-20,7838.7496570546,537
2024-09-27,7794.3258670546,537
2024-09-30,7783.2650830546,537
2024-10-11,7711.0998502924,537
2024-10-18,7660.3742232924,536
2024-10-25,7616.5951972924,536
2024-11-01,7667.38816585241,536
2024-11-08,7588.2762628524,535
2024-11-15,7427.5334492924,538
2024-11-22,7433.1093672924,536
2024-11-29,7482.9895818524,537
2024-12-06,7393.4148092924,534
2024-12-13,7324.3979332924,526
2024-12-20,7386.3049268524,521
2024-12-27,7344.8097708524,514
2025-01-03,7222.0186972162,512
2025-01-10,7304.9189357762,510
2025-01-19,7149.5347422162,509
2025-01-24,7224.12776877621,506
2025-01-27,7115.6541722162,505
2025-02-07,7201.0412387762,505
2025-02-14,7077.2197062162,504
2025-02-21,7042.4449492162,502
2025-02-28,6995.78558121619,502
2025-03-07,6963.74922321621,499
2025-03-14,6925.44151521621,496
2025-03-21,6882.52028521621,493
2025-03-28,6951.22676477621,493
2025-04-03,6855.6098117866,489
2025-04-11,6969.98051834661,486
2025-04-18,6987.95139434661,483
2025-04-25,6991.85163334661,480
2025-04-30,6986.57933034661,480
2025-05-09,6964.54795334661,478
2025-05-16,6870.57044434661,478
2025-05-23,6841.69004039561,476
2025-05-30,6762.50106339561,474
2025-06-06,6741.9799743956,474
2025-06-13,6719.3879733466,473
2025-06-20,6612.2310047866,475
2025-06-27,6648.7636123466,471
2025-07-04,6523.35490186691,472
2025-07-11,6491.47368386691,473
2025-07-18,6455.1834258669,475
2025-07-25,6479.0177178669,473
2025-08-01,6465.8637678669,468
2025-08-08,6421.4102728669,466
2025-08-15,6369.8084118669,461
2025-08-22,6334.6263888669,455
2025-08-29,6285.0504058669,449
2025-09-05,6285.0504058669,447
2025-09-12,6167.6701978669,441
2025-09-19,6090.7298488669,438
2025-09-26,6027.2601628669,433
2025-09-30,5981.8519488669,430
2025-10-10,5965.95857286689,426
2025-10-17,5754.5720078669,418
2025-10-24,5673.8893408669,414
2025-10-31,5687.7779818669,410
2025-11-07,5643.4211748669,408
2025-11-14,5589.02899856,402
2025-11-21,5559.47259756,401
2025-11-28,5532.13982156,403
2025-12-05,5491.80683755999,399
2025-12-12,5482.53373055999,398
2025-12-19,5459.31621055999,396
2025-12-26,5422.02457855999,388
2025-12-31,5437.17298956,387
2026-01-09,5417.12545156,385
2026-01-16,5419.15513956,387
2026-01-23,5391.61668256,383
2026-01-30,5376.28889556,380
2026-02-06,5369.78,379
2026-02-12,5327.72,378
2026-02-27,5295.66436556,374
2026-03-06,5252.49,372
2026-03-13,5209.24714756,366
2026-03-20,5068.790303,365
2026-03-27,5117.69669556,360
2026-04-03,5067.92546156,354
2026-04-10,5037.208047559998,349
2026-04-17,5102.672193119997,345
2026-04-24,5066.390311119994,340
2026-04-30,4945.696557559998,337
2026-05-08,4934.37377256,336
2026-05-15,4945.91783456,337
2026-05-22,4927.269824560003,334
2026-05-29,4870.269156559995,330
2026-06-05,4831.83569456,326
2026-06-12,4797.84843356,320
2026-06-18,4783.55583055999,319
2026-06-26,4769.560083559995,313
2026-07-03,4703.1622355599975,313
2026-07-10,4721.690555559999,313
2026-07-17,4829.675453559996,314
2026-07-24,4708.90348236,315
2026-07-31,4709.970005559998,309
