code,name,industry,stock_code,stock_name,price,stock_price,change,stock_change,remaining,turnover,convert_price,parity,premium,ytm,floor,floor_premium,rating,balance,issue_size,change_5d,stock_change_5d,list_date
113697.SH,应流转债,机械设备,603308.SH,应流股份,163.871,48.52,0.8598298804732,0.9361348034117,5.1178082191782,957.887069,30.31,160.07918178819,2.3687141384996,-7.1624,101.78941249336,60.990220874589,AA+,14.96257,15,7.6851803175271,13.232205367561,2025-10-22
113698.SH,凯众转债,汽车,603037.SH,凯众股份,144.376,10.23,-1.0492985257733,-0.58309037900873,5.0219178082191,22.649246,12.55,81.513944223108,77.11816226784,-4.7045,98.352234202513,46.794835085008,AA-,3.08346,3.08447,0.56279950964003,3.7525354969574,2025-09-10
113699.SH,金25转债,有色金属,603979.SH,金诚信,210.303,79.19,2.565315567954,1.0076530612245,5.1369863013699,311.390963,62.8,126.09872611465,66.776466725597,-11.1184,104.46034035661,101.32329579059,AA,19.99774,20,5.4525670790106,6.6675646551724,2025-10-27
113700.SH,海天转债,环保,603759.SH,海天股份,133.284,7.22,-0.39235029033922,-0.55096418732782,5.4986301369863,10.863969,12.41,58.178887993554,129.09341274238,-2.9109,101.40600376117,31.436004828582,AA,8.01,8.01,0.9796122462895,0.41724617524338,2026-03-12
113701.SH,祥和转债,机械设备,603500.SH,祥和实业,153.773,9.64,-1.4149249903834,0.62630480167015,5.5698630136985,133.948035,13.37,72.10172026926,113.27230394191,-4.5763,89.794659563632,71.249605207347,A+,4,4,5.5408373369938,14.082840236686,2026-03-26
113702.SH,斯达转债,电子,603290.SH,斯达半导,184.797,88.53,1.229232058635,2.524609148813,5.6904109589041,290.708775,104.79,84.483252218723,118.73802812606,-8.577,98.928604548308,86.798349015185,AA+,15,15,7.3452530322041,9.9888184867686,2026-05-11
113703.SH,翔26转债,家用电器,603112.SH,华翔股份,144.559,15.04,-0.89127170760804,-1.0526315789474,5.8356164383561,37.942132,21.94,68.550592525068,110.87928590426,-3.7853,97.041679396741,48.965888573498,AA-,13.0102,13.0102,-3.5675452113644,3.4387895460798,2026-07-07
113704.SH,春风转债,汽车,603129.SH,春风动力,192.242,293.01,2.0138288218969,-0.49242681518712,5.841095890411,269.744857,241.7,121.22879602813,58.577834886181,-8.889,100.6797345452,90.94408707812,AA+,21.78763,21.78763,-2.6760763031064,-4.3138919730913,2026-07-07
113705.SH,豪26转债,汽车,603809.SH,豪能股份,151.801,9.38,-0.30800551651673,-0.31880977683315,5.854794520548,102.282226,10.74,87.337057728119,73.810526652452,-4.8691,95.250617143745,59.37009601829,AA-,18,18,-3.4989351895998,-0.95036958817318,2026-07-10
113706.SH,金帝转债,机械设备,603270.SH,金帝股份,160.29,27.86,2.8330574694946,3.1469825990374,5.854794520548,206.972115,30.62,90.986283474853,76.169411342426,-5.0534,104.66706466838,53.14272976686,AA,9.7,9.7,5.8984421453205,18.000847098687,2026-07-10
113707.SH,科博转债,汽车,603786.SH,科博达,187.057,42.47,-3.027522460173,-0.53864168618268,5.9041095890411,805.857727,45.56,93.217734855136,100.66675111844,-8.4783,99.666880758699,87.682205539148,AA+,14.9074,14.9074,18.917355371901,0.21236432279376,2026-07-31
113708.SH,曙26转债,计算机,603019.SH,中科曙光,156.038,88.77,6.3486978864936,1.1047835990888,5.9369863013699,15818.312731,108.89,81.522637524107,91.404503999099,-6.0212,95.313833617278,63.709709365539,AAA,80,80,56.038,6.3623292595255,2026-08-06
118005.SH,天奈转债,电力设备,688116.SH,天奈科技,125.53,33.5,0.30924622232166,0.11954572624028,1.4739726027397,20.883349,99.01,33.834966165034,271.00672537313,-7.6348,108.4687565426,15.729177692473,AA-,8.29932,8.3,0.26357827476038,-2.046783625731,2022-03-01
118007.SH,山石转债,计算机,688030.SH,山石网科,145.928,18.06,-1.1066609741056,0.38910505836576,1.6219178082192,147.121702,16.5,109.45454545455,33.32292358804,-13.1163,102.03972294885,43.010972377047,A+,2.67111,2.6743,2.9271113995119,14.376187460418,2022-04-21
118010.SH,洁特转债,医药生物,688026.SH,洁特生物,125.818,16.54,-0.020660500301958,7.6822916666667,1.8904109589041,52.059192,47.88,34.544695071011,264.21800725514,-6.1063,103.20173291648,21.914619497548,A+,4.39939,4.4,1.1122362055387,30.854430379747,2022-08-02
118012.SH,微芯转债,医药生物,688321.SH,微芯生物,178.048,29.74,5.2467311375405,9.7416974169742,1.9095890410958,1163.601668,25.34,117.363851618,51.70599596503,-19.7361,108.40072287873,64.249827189058,A+,4.99581,5,8.3926897273867,12.396069538927,2022-07-28
118013.SH,道通转债,计算机,688208.SH,道通科技,195.924,27.82,-1.5660090132184,-2.0077492074674,1.9178082191781,98.982136,21.48,129.51582867784,51.274173975557,-23.7865,113.12464281054,73.193033040669,AA,12.79618,12.8,-1.4922671600668,-5.1483123082168,2022-07-28
118015.SH,芯海转债,电子,688595.SH,芯海科技,131.856,28.68,-0.1015228426396,1.3785790031813,1.9534246575342,12.403649,55.22,51.937703730532,153.87337238494,-5.8288,113.62639115835,16.043463719836,A+,4.09951,4.1,0.72263387059812,7.5768942235559,2022-08-18
118016.SH,京源转债,环保,688096.SH,京源环保,165.761,8.65,-1.3315634709937,-0.80275229357798,1.9945205479453,107.168239,6.91,125.18089725036,32.417168786127,-15.9901,103.65373128792,59.918025082529,A,1.675,3.325,1.4002397964177,10.191082802548,2022-08-25
118020.SH,芳源转债,电力设备,688148.SH,芳源股份,125.739,7.42,0.017499622167253,4.3600562587904,2.1287671232876,37.027423,14,53,137.24339622642,0.1007,96.716048125711,30.00841373974,A+,6.41673,6.42,0.15213304871444,11.411411411411,2022-11-07
118022.SH,锂科转债,电力设备,688779.SH,五矿新能,123.972,7.89,0.098506257569641,0.63775510204081,2.1780821917807,34.704618,15.49,50.93608779858,143.38736121673,-4.1246,109.22523815277,13.501240278004,AA,32.49781,32.5,0.66012228095388,3.5433070866142,2022-11-07
118024.SH,冠宇转债,电力设备,688772.SH,珠海冠宇,127.718,14.33,-0.064944718742419,0.63202247191011,2.2136986301371,72.795813,22.51,63.660595290982,100.62332030705,-4.5969,111.08417089406,14.974076839271,AA,30.88929,30.89043,0.23151236432983,-2.1843003412969,2022-11-17
118027.SH,宏图转债,计算机,688066.SH,*ST航图,82.668,9.69,-2.458939022088,-4.3435340572557,2.3095890410959,169.222294,13.12,73.856707317073,11.930253869969,17.5139,70.870923965082,16.645861765158,A,9.4746,10.088,2.564484311609,20.074349442379,2022-12-22
118030.SH,睿创转债,国防军工,688002.SH,睿创微纳,576.779,170.04,4.8610921731289,9.3434505819561,2.3972602739725,857.79212,38.64,440.06211180124,31.067634438956,-49.6589,108.7513606281,430.36485858085,AA,12.62252,15.6469,9.1028948881693,20.042357924462,2023-02-10
118031.SH,天23转债,电力设备,688599.SH,天合光能,125.427,13.77,-0.34640839643103,-0.43383947939263,2.5205479452054,82.851147,16,86.0625,45.739433551198,-2.3306,113.27839538192,10.724555708196,AA,58.51156,88.64751,-0.39468250690893,1.4738393515107,2023-03-15
118032.SH,建龙转债,基础化工,688357.SH,建龙微纳,125.918,26.79,-0.47817392885087,-0.88790233074363,2.5835616438355,10.193878,71.41,37.515754096065,235.64032773423,-2.3601,111.6568842894,12.772267291314,AA-,6.99885,7,0.096186713514638,3.5562427522226,2023-04-07
118034.SH,晶能转债,电力设备,688223.SH,晶科能源,118.132,4.48,-0.16985963340741,1.1286681715576,2.7013698630137,115.459917,6.35,70.551181102362,67.4415625,-2.2155,106.21308676099,11.221699323957,AA+,83.22147,100,-0.30381797927286,3.2258064516129,2023-05-19
118035.SH,国力转债,电子,688103.SH,国力电子,174.469,76.89,-0.39165310724787,3.125,2.8465753424657,358.515825,62.31,123.39913336543,41.385920015607,-12.9127,104.32148206641,67.24168075846,A+,4.7988,4.8,6.8611538155292,25.698871996077,2023-07-06
118036.SH,力合转债,电子,688589.SH,力合微,140.592,18.01,0.96010915227462,0.61452513966482,2.8904109589041,31.490516,23.83,75.577003776752,86.024839533592,-5.8216,112.67837797627,24.772829113326,AA-,3.79962,3.8,1.504606232131,5.3216374269006,2023-07-20
118037.SH,上声转债,汽车,688533.SH,上声电子,131.26,21.46,-0.40895606188212,-0.74005550416281,2.9123287671232,10.541451,28.64,74.930167597765,75.176439888164,-4.6215,100.71582051435,30.327091940142,A+,4.6795,5.2,0.37623883518903,0.56232427366448,2023-08-01
118039.SH,煜邦转债,电力设备,688597.SH,煜邦电力,141.901,6.85,0.10158228517816,1.7830609212481,2.9506849315069,21.226191,7.3,93.835616438356,51.22296350365,-6.4777,96.460552213574,47.107803909121,A,4.10404,4.10806,3.5622536855933,13.787375415282,2023-08-15
118042.SH,奥维转债,电力设备,688516.SH,奥特维,130.424,42.46,-0.29279778605119,3.8649706457926,3.0082191780823,37.488847,83.69,50.734854821365,157.06982006594,-2.9788,111.07084347197,17.424155541694,AA-,11.39918,11.4,0.76642561344955,12.031662269129,2023-09-01
118044.SH,赛特转债,基础化工,688398.SH,赛特新材,157.539,20.75,-0.325207367149,0.14478764478765,3.0958904109589,26.266086,18.85,110.07957559682,43.113742168675,-9.2505,102.17018399483,54.192733966278,A+,4.41973,4.42,4.4930852651477,10.666666666667,2023-10-12
118050.SH,航宇转债,国防军工,688239.SH,航宇科技,267.259,46,-2.0788984842434,2.4042742653606,4.0383561643835,278.339087,24.81,185.40910923015,44.145560652174,-18.2837,107.41508819702,148.8095522575,AA-,6.59682,6.67,7.2244154510295,13.049889407717,2024-09-10
118051.SH,皓元转债,医药生物,688131.SH,皓元医药,300.523,94.5,5.4082019192996,17.581187010078,4.3095890410959,2991.706031,40.22,234.95773247141,27.905132910053,-19.879,103.92453530926,189.17425428528,AA-,8.21837,8.2235,6.2729857417676,21.590324240865,2024-12-19
118052.SH,浩瀚转债,计算机,688292.SH,浩瀚深度,143.223,17.66,-0.73741917151233,-2.6460859977949,4.5972602739726,25.100328,24.2,72.97520661157,96.26254813137,-3.887,95.66240145975,49.717127956756,A+,3.54186,3.5429,2.5952722063037,7.6173065204144,2025-04-07
118053.SH,正帆转债,机械设备,688596.SH,正帆科技,168.904,65.98,9.5278546925965,8.1639344262295,0.016438356164372,3230.192299,38.57,171.06559502204,-1.2636059411943,-2475.8406,100.08974411398,68.752554515129,AA,0.44803,10.41095,20.639682301599,32.729833031583,2025-04-03
118056.SH,路维转债,电子,688401.SH,路维光电,306.73,70.38,-0.56149541920884,1.7787418655097,4.8438356164384,559.82395,35.29,199.43326721451,53.80081983518,-18.3951,100.85730901948,204.12272841898,AA-,6.14481,6.15,13.015603986662,16.465331788847,2025-07-10
118058.SH,微导转债,电力设备,688147.SH,微导纳米,453.04,104.64,3.2144004410716,6.8300153139357,4.9972602739726,1632.350343,33.29,314.32862721538,44.129411314985,-24.3548,103.40309378499,338.13002437048,AA,11.69945,11.7,11.6368009147,21.209313100892,2025-08-27
118059.SH,颀中转债,电子,688352.SH,颀中科技,213.137,17.38,1.9096981491133,9.5148078134846,5.2410958904109,1852.344234,13.7,126.86131386861,68.007876869965,-11.6243,101.48304239415,110.0222805424,AA+,8.49872,8.5,16.112987578993,24.946081955428,2025-11-21
118060.SH,瑞可转债,电子,688800.SH,瑞可达,199.382,58.31,0.29981990683449,-0.2906976744186,5.2712328767122,406.07566,52.53,111.00323624595,79.618186588921,-9.9155,99.093873674763,101.20517304066,AA-,9.99888,10,11.64355947768,19.979423868313,2025-12-12
118061.SH,茂莱转债,电子,688502.SH,茂莱光学,198.429,397.5,3.7369106184096,4.8757321513377,5.2904109589042,1059.618513,364.15,109.15831388164,81.780931698113,-9.4997,90.527571228252,119.19178578169,A+,5.62184,5.625,8.2247517030363,25.196850393701,2025-12-10
118062.SH,天准转债,机械设备,688003.SH,天准科技,227.793,78.9,2.1026257048346,1.5967035797064,5.3479452054794,770.133491,55.13,143.11627063305,59.166388973384,-12.0195,98.786347531946,130.59158040673,AA-,8.71925,8.72,16.644647904633,14.68023255814,2025-12-31
118063.SH,金05转债,电力设备,688676.SH,金盘科技,163.763,69.33,1.2363766745177,1.418958455237,5.3835616438357,69.153499,88.6,78.250564334086,109.28027982115,-6.9629,99.997411457275,63.767239184955,AA+,16.71392,16.715,4.794235654728,7.8227060653188,2026-01-14
118064.SH,联瑞转债,基础化工,688300.SH,联瑞新材,409.849,151.7,6.1911523134881,11.478542034098,5.4219178082192,4660.633692,63.05,240.6026962728,70.342646341463,-21.2485,101.70859670219,302.96397088247,AA,6.94874,6.95,33.437409448896,41.352963101006,2026-01-28
118065.SH,艾为转债,电子,688798.SH,艾为电子,148.972,56.22,0.50735393334234,0.69854916711446,5.4602739726026,43.777914,79.4,70.80604534005,110.39446460334,-5.0821,100.64300775206,48.020218520304,AA+,19.01296,19.0132,1.8117700125068,4.6732452057345,2026-02-26
118066.SH,统联转债,电子,688210.SH,统联精密,135.221,28.27,-0.65387808479843,3.0999270605397,5.5671232876712,22.307637,56.2,50.302491103203,168.81571276972,-3.1023,96.286603691465,40.435943127971,AA-,5.76,5.76,-0.5325683180698,10.300429184549,2026-03-20
118067.SH,上26转债,汽车,688533.SH,上声电子,139.168,21.46,-1.5701473958186,-0.74005550416281,5.6109589041096,36.570341,32.25,66.542635658915,109.14109972041,-2.9548,88.856647401184,56.620808988733,A+,3.2485,3.2485,0.32150632199651,0.56232427366448,2026-04-14
118068.SH,迪威转债,机械设备,688377.SH,迪威尔,144.236,20.5,0.12773165245883,0.19550342130987,5.8246575342466,50.004846,32.49,63.096337334564,128.5964702439,-4.0466,95.400347917604,51.190224300414,AA-,9.07705,9.07705,2.7336571746036,9.6843231674692,2026-06-30
118069.SH,爱科转债,机械设备,688092.SH,爱科科技,174.091,22.22,-2.511535704686,0.090090090090088,5.8438356164384,115.41471,28.53,77.882930248861,123.52908325833,-6.5844,103.80701328903,67.706395246419,AA-,2.66954,2.66954,-4.383955885826,5.2581714827096,2026-07-09
118070.SH,南芯转债,电子,688484.SH,南芯科技,176.977,35.95,-1.4878931255218,0.19509476031215,5.8630136986301,276.179846,43.71,82.246625486159,115.17843310153,-7.528,100.7776077763,75.611431849863,AA+,15.86881,15.86881,7.5710699545955,5.5490311215502,2026-07-10
118071.SH,华峰转债,电子,688200.SH,华峰测控,279.552,408.47,5.004732785432,3.3708718208275,5.8767123287671,2360.3702,335.86,121.61912701721,129.85858134012,-14.3355,100.02318244975,179.48720801843,AA,7.49475,7.49475,14.837819185645,14.203036318394,2026-07-17
118072.SH,鼎通转债,通信,688668.SH,鼎通科技,206.109,247.9,14.525996432679,6.8534482758621,5.8794520547945,2992.146367,246,100.77235772358,104.52930213796,-9.175,87.465384533448,135.64636581593,A+,9.3,9.3,18.459575495284,30.281690140845,2026-07-17
123064.SZ,万孚转债,医药生物,300482.SZ,万孚生物,109.956,17.52,0.033661150483543,2.3364485981308,0.068493150684844,32.17659253,20.88,83.908045977011,31.043452054795,0.5843,109.88771214815,0.062143301117846,AA,5.97339,6,-0.14076704416453,0.45871559633027,2020-09-23
123065.SZ,宝莱转债,医药生物,300246.SZ,宝莱特,122.38,19.26,0,0,0.076712328767144,0,18.3,105.24590163934,16.280062305296,-78.6105,114.84758173105,6.5586215707925,AA-,2.179572,2.19,0,0,2020-09-24
123071.SZ,天能转债,电力设备,300569.SZ,天能重工,115.18,4.89,-0.075476936156913,0.20491803278688,0.20547945205476,26.0037645,6.68,73.203592814371,57.34200408998,-0.7605,114.59251478419,0.51267329015289,AA-,6.936644,7,-0.37797209752891,0,2020-11-25
123072.SZ,乐歌转债,轻工制造,300729.SZ,乐歌股份,119.818,10.16,-0.029202439655241,-0.39215686274509,0.20547945205476,10.19337045,32.61,31.15608708985,284.57332480315,0.7391,119.05743690486,0.63882031640759,A+,1.417808,1.42,-0.26470000665912,-0.8780487804878,2020-11-10
123076.SZ,强力转债,电子,300429.SZ,强力新材,128.817,10.7,1.9767257758075,1.2298959318827,0.28493150684926,135.86517986,12.7,84.251968503937,52.894943925234,-43.0934,112.44169764277,14.563371685527,AA-,3.392633,8.5,5.5012285012285,15.550755939525,2020-12-04
123080.SZ,海波转债,建筑装饰,300517.SZ,海波重科,128.51,9.65,-1.6138663890122,-0.82219938335046,0.32054794520559,42.98730254,11.28,85.549645390071,50.216870466321,-20.6586,118.52874419477,8.4209580326167,A+,1.485451,2.45,0.65242761029785,6.7477876106195,2020-12-22
123088.SZ,威唐转债,汽车,300707.SZ,威唐工业,117.801,11.95,-0.16187538138179,-0.33361134278566,0.35616438356169,15.41408732,14.97,79.826319305277,47.571629288703,-6.676,113.42913046287,3.8542740469702,A+,3.004256,3.0138,0.084110720293626,4.3668122270742,2021-01-06
123090.SZ,三诺转债,医药生物,300298.SZ,三诺生物,111.765,16.35,-0.041140853762158,1.1757425742574,0.37260273972606,16.34126088,34.52,47.363847045191,135.97111926606,0.5644,111.37704341786,0.34832724072392,AA,4.983774,5,-2.7191463064349,0,2021-01-12
123091.SZ,长海转债,建筑材料,300196.SZ,长海股份,146.99,18.36,-2.0060133734225,3.4949267192785,0.37808219178078,566.62447095,14.99,122.48165443629,20.009809368192,-64.7602,110.37355186815,33.175020203742,AA,5.468304,5.5,3.0063069376314,15.544367526746,2021-01-15
123092.SZ,天壕转债,公用事业,300332.SZ,天壕能源,121.7,4.77,-0.37166200042569,-0.62500000000001,0.38082191780813,28.651224539999998,4.97,95.975855130785,26.802725366876,-14.4564,113.32117553202,7.3938735886193,A+,3.415687,4.23,-0.36839950880066,1.4893617021276,2021-01-15
123104.SZ,卫宁转债,计算机,300253.SZ,卫宁健康,138.358,7.76,-1.1728571428571,0.25839793281653,0.60547945205485,37.337009619999996,7.02,110.54131054131,25.164067010309,-21.914,118.90450866304,16.360600246111,AA,9.698712,9.70265,0.71922544951591,2.2397891963109,2021-03-31
123107.SZ,温氏转债,农林牧渔,300498.SZ,温氏股份,113.227,13.56,-0.24052863436123,0.073800738007379,0.64109589041095,95.98472711,16.09,84.275947793661,34.352686578171,-7.2008,106.97863595409,5.8407587554169,AAA,77.06345,92.97,-1.2833590528252,-3.7615330021292,2021-04-21
123109.SZ,昌红转债,机械设备,300151.SZ,昌红科技,127,16.56,0.2209595959596,6.426735218509,0.64931506849325,28.42048415,26.64,62.162162162162,104.30434782609,-14.5519,113.67454204702,11.722464602029,AA-,4.595034,4.6,0.022052105976125,21.496698459281,2021-04-19
123112.SZ,万讯转债,机械设备,300112.SZ,万讯自控,147.997,8.91,0.90268829300554,5.4437869822485,0.66849315068498,175.58866047,6.43,138.56920684292,6.8036711560045,-30.3199,116.57860043881,26.950400367592,AA-,2.264549,2.457212,3.9794004201415,24.094707520891,2021-04-23
123113.SZ,仙乐转债,食品饮料,300791.SZ,仙乐健康,116.035,16.95,-0.346106941033,0.23654642223536,0.69863013698637,41.76545451,31.69,53.486904386242,116.94095280236,-3.7439,111.57785271902,3.9946523188658,AA-,10.248193,10.248929,-1.2131789545377,-1.2813046010484,2021-05-14
123114.SZ,三角转债,国防军工,300775.SZ,三角防务,132.836,21.7,-0.34434900033758,0.3700277520814,0.7972602739726,45.69564466,22.69,95.636844424857,38.896259907834,-16.8416,113.32551685403,17.216319578845,AA-,8.998898,9.043727,-0.198347107438,2.1176470588235,2021-06-11
123117.SZ,健帆转债,医药生物,300529.SZ,健帆生物,117,16.38,-0.66225165562914,-8.0808080808081,0.8767123287671,35.01731374,38.15,42.935779816514,172.5,-6.8242,108.53356205075,7.8007556273621,AA,9.998292,10,-0.85501953240855,-11.935483870968,2021-07-12
123118.SZ,惠城转债,环保,300779.SZ,惠城环保,979.031,74.75,-0.098877551020413,-0.87521548866198,0.91506849315078,1422.1400162300001,10.33,723.62052274927,35.296190367893,-96.4449,110.87729587978,782.98600018307,A+,0.654049,3.2,-5.9119809946298,-5.8327034517511,2021-07-26
123119.SZ,康泰转2,医药生物,300601.SZ,康泰生物,127,12.85,0.5407031515948,5.0695012264922,0.93698630136987,90.86318220999999,15.69,81.899298916507,55.068482490272,-12.6053,110.40498320382,15.031039645688,AA,19.989769,20,0.99403578528827,2.3904382470119,2021-08-05
123122.SZ,富瀚转债,电子,300613.SZ,富瀚微,131.487,74.25,-0.35844195210671,4.2251544076362,0.99726027397264,320.36693005,91.5,81.147540983607,62.034484848485,-12.5733,110.47714821496,19.017373388532,A+,5.800643,5.8119,2.8857815788856,32.046950026676,2021-08-24
123124.SZ,晶瑞转2,电子,300655.SZ,晶瑞电材,145.963,13.48,4.557273945029,1.5060240963856,1.0246575342467,366.5787293,15.88,84.886649874055,71.950477744807,-25.2376,107.08358236419,36.307542928085,A+,5.224234,5.23,5.3390105726554,14.625850340136,2021-09-07
123131.SZ,奥飞转债,通信,300738.SZ,奥飞数据,313,22.59,-2.9968698670468,-1.4827736589621,1.3232876712329,525.6075174,10.05,224.77611940299,39.249667994688,-52.7126,111.37971449754,181.02065211068,A+,3.159254,6.35,-0.81817087159597,1.0286225402504,2021-12-22
123133.SZ,佩蒂转债,农林牧渔,300673.SZ,佩蒂股份,133.743,13.25,-0.17763712765243,0.91393754760091,1.3753424657534,25.886742780000002,15,88.333333333333,51.407169811321,-9.3724,113.79450105227,17.530283768779,AA-,7.197656,7.2,0.43631065919706,3.3541341653666,2022-01-21
123138.SZ,丝路转债,计算机,300556.SZ,丝路视觉,129.755,16.04,-0.41062245759459,-1.1097410604192,1.5671232876712,12.17740022,26.53,60.459856765925,114.61347568579,-6.2137,103.38121044247,25.511202127209,A+,2.393372,2.4,-0.11085535685418,4.0207522697795,2022-03-22
123142.SZ,申昊转债,电力设备,300853.SZ,申昊科技,125.523,27.21,-0.61520190023753,3.0291556228701,1.6109589041096,60.12273924,33.71,80.717887867102,55.508281146637,-6.708,95.169344391518,31.894362415285,A+,5.493636,5.5,0.6535266382269,23.569482288828,2022-04-11
123144.SZ,裕兴转债,基础化工,300305.SZ,裕兴股份,132.063,6.05,-0.065834279228163,-0.16501650165016,1.6767123287671,32.29013993,8.5,71.176470588235,85.54305785124,-7.0348,105.41103725541,25.283844499144,AA-,5.997226,6,2.4379460130313,19.80198019802,2022-04-27
123149.SZ,通裕转债,电力设备,300185.SZ,通裕重工,136.518,2.8,-1.2163619128937,-0.355871886121,1.868493150685,64.18683661,2.71,103.32103321033,32.129921428571,-9.3537,110.31106427163,23.757304764859,AA,11.068881,14.8472,-0.56955571740715,-0.70921985815603,2022-07-15
123150.SZ,九强转债,医药生物,300406.SZ,九强生物,137.195,11.75,0.87867647058823,1.9080659150043,1.8958904109588,46.30614889,11.6,101.29310344828,35.443574468085,-10.1211,107.77240905902,27.300671106707,AA-,11.210221,11.39,-0.38916438565029,0.94501718213058,2022-07-20
123151.SZ,康医转债,医药生物,300869.SZ,康泰医学,121.694,11.41,0.32481450948063,2.5157232704402,1.8986301369864,24.793937030000002,27.55,41.415607985481,193.83608238387,-1.8506,108.45134530823,12.210687340141,A+,6.997947,7,0.32812293892626,3.6330608537693,2022-07-20
123154.SZ,火星转债,家用电器,300894.SZ,火星人,130,12.22,-0.32585777266629,0.74196207749382,1.9945205479453,204.82773688,16,76.375,70.212765957447,-5.1876,107.47769706384,20.95532705988,AA-,5.28858,5.28999,-0.85039850512909,5.9843885516045,2022-08-23
123155.SZ,中陆转债,电力设备,301040.SZ,中环海陆,136.495,26.58,0.51918403417042,3.1832298136646,2.013698630137,35.085443670000004,31.76,83.690176322418,63.095605718585,-6.6222,109.66833149893,24.461636403514,A+,3.599647,3.6,4.150134293737,18.343722172752,2022-08-31
123157.SZ,科蓝转债,计算机,300663.SZ,科蓝软件,148.686,9.7,-0.86278170422722,-1.1213047910296,2.0630136986301,240.52584249,8.8,110.22727272727,34.890391752577,-10.5043,114.78909480773,29.529726015392,AA-,2.339584,4.946,-5.5776057509732,-8.6629001883239,2022-09-20
123158.SZ,宙邦转债,电力设备,300037.SZ,新宙邦,235.02,66.8,-3.482546201232,-0.77243018419488,2.1369863013699,303.7864962,40.49,164.97900716226,42.454488023952,-29.3009,109.33285137672,114.95826463924,AA,18.045939,19.7,-3.0281524515285,6.7092651757188,2022-10-21
123160.SZ,泰福转债,机械设备,300992.SZ,泰福泵业,163.166,23.93,0.47229354860559,3.0133448127421,2.1424657534246,35.93136949,19.7,121.47208121827,34.323869619724,-13.8723,104.41633597666,56.264820512835,A,2.314534,3.3489,3.2892321326834,12.505876821815,2022-10-25
123165.SZ,回天转债,基础化工,300041.SZ,回天新材,136.031,11.1,-0.039681081676895,1.4625228519196,2.2219178082191,17.72172842,15.05,73.75415282392,84.438427927928,-6.1281,112.79982175867,20.59504871473,AA-,8.496178,8.5,1.5133989537548,7.5581395348837,2022-11-15
123168.SZ,惠云转债,基础化工,300891.SZ,惠云钛业,130.933,6.96,-0.051908000702294,-0.99573257467995,2.2958904109589,14.93569127,10.74,64.804469273743,102.0431637931,-4.2592,112.7570995634,16.119517535465,AA-,4.899089,4.9,1.2856711868865,4.6616541353383,2022-12-14
123171.SZ,共同转债,医药生物,300966.SZ,共同药业,137.881,26.85,0.32962715021684,1.6660355925786,2.3095890410959,57.60729525,27.08,99.150664697194,39.062103538175,-6.2017,98.605865556869,39.830424104416,A+,3.798878,3.8,4.4141701753855,18.281938325991,2022-12-16
123172.SZ,漱玉转债,医药生物,301017.SZ,漱玉平民,135.608,13.86,-0.094300701361456,1.0204081632653,2.3561643835617,43.00332768,14.91,92.957746478873,45.881333333333,-6.349,110.46298873786,22.763290717952,AA-,7.960041,8,0.43921045809726,5.0796057619409,2023-01-06
123173.SZ,恒锋转债,计算机,300605.SZ,恒锋信息,142.028,10.47,-0.95676429567644,-1.1331444759207,2.3972602739725,79.66604093000001,10,104.7,35.652340019102,-7.155,114.52930180414,24.010185832517,A,2.330505,2.424357,-1.7093662196017,-4.8181818181818,2023-02-08
123175.SZ,百畅转债,环保,300614.SZ,百川畅银,116.999,10.46,0.093250064162884,-0.095510983763131,2.5452054794521,12.32401656,20.4,51.274509803922,128.18160611855,-0.2401,89.151347810585,31.23637821896,A+,4.198703,4.2,-0.50090145252917,10.105263157895,2023-03-17
123176.SZ,精测转2,机械设备,300567.SZ,精测电子,477.771,223.91,3.9416690416466,7.6490384615385,2.5671232876712,2447.7119634899996,64.51,347.09347388002,37.649087624492,-42.8698,110.30060355171,333.15356817248,AA-,12.752913,12.76,12.822335361016,17.230366492147,2023-03-22
123178.SZ,花园转债,医药生物,300401.SZ,花园生物,146.701,14.12,0.20560109289617,3.1409788166545,2.5780821917808,104.51635181,13.34,105.84707646177,38.597120396601,-8.0658,111.67114997419,31.368755523609,AA-,11.57958,12,4.9310835652006,13.687600644122,2023-03-23
123179.SZ,立高转债,食品饮料,300973.SZ,立高食品,123.878,24.84,-0.13865376864167,-0.16077170418006,2.5808219178082,21.050108530000003,94.64,26.246830092984,371.97318518519,-1.6364,111.95417125181,10.650633750279,AA-,9.499343,9.5,-0.68307544295679,-4.4615384615385,2023-03-27
123180.SZ,浙矿转债,机械设备,300837.SZ,浙矿股份,132.281,22.91,-0.35704869873074,0.65905096660808,2.5863013698631,10.873164630000002,47.59,48.14036562303,174.78187647316,-4.2299,111.64975213105,18.47854336903,AA-,3.196633,3.2,1.6412463022014,7.9133301931229,2023-03-28
123183.SZ,海顺转债,轻工制造,300501.SZ,海顺新材,134.671,10.22,-0.2828519173954,-0.1953125,2.6246575342466,30.07805778,11.63,87.876182287188,53.250854207436,-4.8299,111.5499497795,20.727082590534,AA-,6.328782,6.33,0.060182777323716,5.3608247422681,2023-04-20
123187.SZ,超达转债,汽车,301186.SZ,超达装备,186.303,35.67,-1.4796325773,0.45057730216841,2.6575342465753,118.1940567,21.77,163.8493339458,13.703849453322,-15.7432,100.38128693386,85.595349183706,A,2.24184,4.69,7.177250944905,21.740614334471,2023-04-25
