date,implied_vol,implied_vol_smooth,implied_vol_percentile,price_median,turnover_total,parity_median,premium_median,floor_premium_median,floor_median,remaining_median,ytm_median
2019-09-10,18.69751433621443,19.49464324597075,24.93946731234867,111.213,62.37224292,96.11500000000001,15.49,25.365,91.2,4.983561643835617,0.237199991941452
2019-09-11,18.705078125,19.50740366263741,26.08695652173913,110.92,57.79982102,95.65,15.49,24.87,91.2,4.958904109589041,0.3319000005722046
2019-09-12,18.77227034398755,19.50964340327033,27.2289156626506,110.575,56.0952306,96.33500000000001,14.555,25.115,91.2,4.978082191780822,0.5181999951601028
2019-09-16,18.322265625,19.49595647019649,21.39423076923077,110.135,52.02975893,96.39,14.475,24.67,91.15,5.036986301369863,0.5923500061035156
2019-09-17,17.8035282639631,19.4687069269221,16.06714628297362,109.025,53.92891621,94.78,16.255,23.405,91.15,5.034246575342467,0.7427499890327454
2019-09-18,17.748046875,19.39533453108877,15.55023923444976,109.13,49.61543581,94.78,16.01,23.65,91.15,5.031506849315068,0.6915000081062317
2019-09-19,17.85411366110394,19.2999768614589,16.70644391408115,109.4905,41.78780748,95.83,14.78,24.34,91.0,5.028767123287672,0.6417999863624573
2019-09-20,18.513671875,19.23936488229223,24.04761904761905,109.6325,37.97324259,96.02,14.92,23.97,90.9,5.026027397260274,0.6615000069141388
2019-09-23,18.03515625,19.16280238229223,18.76484560570071,109.32,36.52006107,95.3,15.29,23.58,91.0,4.96986301369863,0.6488999724388123
2019-09-24,17.82054127496048,19.07439926056244,16.35071090047393,109.42,46.39212995,96.75,14.88,23.58,90.9,4.967123287671233,0.6144999861717224
2019-09-25,18.130859375,18.9868819007994,20.56737588652482,108.79,40.80338007,94.34,15.83,22.95,90.9,4.964383561643835,0.7257000207901001
2019-09-26,17.939453125,18.90712929663273,18.16037735849056,108.545,39.3401459,93.61500000000001,17.375,22.41,90.9,5.009589041095891,0.8722000122070312
2019-09-27,18.26164485017878,18.82823490204919,22.11764705882353,108.86,37.30670889,94.21000000000001,16.34,22.685,90.9,5.006849315068493,0.8705500066280365
2019-09-30,18.705078125,18.7813128142709,27.93427230046948,108.689,17.88610692,93.225,17.745,22.315,90.95,4.998630136986302,0.859250009059906
2019-10-08,18.75706628895161,18.75433481556929,28.8056206088993,108.98,22.9832282,93.61,17.08,22.44,91.05,4.976712328767123,0.818149983882904
2019-10-09,17.939453125,18.70010304473595,18.22429906542056,108.974,33.28932251,94.38,15.88,23.02,91.1,4.973972602739726,0.7755500078201294
2019-10-10,18.705078125,18.68415252390262,28.2051282051282,109.93,38.64029192,94.67500000000001,15.8,23.41,91.2,4.971232876712328,0.7027000188827515
2019-10-11,18.76700404117369,18.66148290405867,29.30232558139535,110.135,41.31042328,94.63,16.43,23.905,91.2,4.968493150684932,0.6889500021934509
2019-10-14,18.15409424957952,18.61440583737798,21.34570765661253,110.8805,66.61742145,96.52000000000001,15.295,24.49,91.2,4.96027397260274,0.4855000078678132
2019-10-15,18.94416775728839,18.57192331484996,32.63888888888889,110.603,47.1880392,95.205,17.075,23.82,91.2,5.005479452054795,0.4747999906539917
2019-10-16,18.91913821511889,18.55034771368726,32.33256351039261,110.368,26.2247622,94.01,17.43,23.46,91.2,5.002739726027397,0.5139999985694885
2019-10-17,18.45330246832722,18.52084043944773,23.96313364055299,110.497,23.20504757,93.9,17.75,23.64,91.2,5.0,0.5324000120162964
2019-10-18,18.80078125,18.50808002278106,30.57471264367816,109.86,29.70530775,92.86,19.3,23.19,91.2,4.997260273972603,0.7360000014305115
2019-10-21,18.705078125,18.47827283315262,28.44036697247707,108.908,36.20481309,91.63,18.945,22.69,91.2,5.015068493150684,0.8102000057697296
2019-10-22,18.59874264089102,18.45877779618231,25.85812356979405,109.32,25.25522941,93.195,17.275,22.96,91.25,5.012328767123288,0.763949990272522
2019-10-23,18.513671875,18.44601737951565,25.11415525114155,109.275,25.38204057,92.5,18.265,22.57,91.2,4.983561643835617,0.8156999945640564
2019-10-24,18.513671875,18.44623709222462,25.28473804100228,109.005,26.24699537,92.64,17.19,22.07,91.2,5.006849315068493,0.8485499918460846
2019-10-25,18.322265625,18.43347667555796,22.72727272727273,109.563,26.78784819,93.15,16.56,22.63,91.2,5.004109589041096,0.784850001335144
2019-10-28,18.896484375,18.43347667555796,33.10657596371882,109.98,46.18812991,94.62,16.53,23.43,91.1,4.995890410958904,0.6801500022411346
2019-10-29,19.28284341847556,18.45273551867381,39.14027149321267,109.632,43.74452726,93.25,18.07,22.87,91.0,4.993150684931507,0.7474000155925751
2019-10-30,19.20101061890898,18.46951872809696,38.1489841986456,108.8255,35.09128258,92.095,18.0,21.93,91.0,4.990410958904109,0.8089500069618225
2019-10-31,18.90976140887052,18.47634150422597,33.10810810810811,108.1415,40.05627481,91.25999999999999,18.275,21.92,90.75,5.016438356164383,1.035250008106231
2019-11-01,18.513671875,18.46772155525973,25.39325842696629,108.29,35.88069769,91.815,17.595,21.845,90.85,5.016438356164383,1.05460000038147
2019-11-04,18.72766574961367,18.48123489274685,29.37219730941704,108.399,43.80787593,92.23,18.13,22.34,90.95,5.008219178082192,0.9320999979972839
2019-11-05,18.92204406518415,18.51851875278755,34.00447427293065,108.65,48.00595004,92.44,17.76,22.425,91.05,5.005479452054795,0.9757999777793884
2019-11-06,18.98518926986807,18.55975683261648,35.26785714285715,108.6,39.21080083,91.61,17.62,22.525,91.15,5.002739726027397,0.9764000177383423
2019-11-07,19.18359375,18.60407283557969,38.30734966592428,108.898,61.24111745,91.805,17.22,22.825,91.05,5.001369863013698,0.875249981880188
2019-11-08,18.896484375,18.61683325224635,33.11111111111111,108.7655,47.89079602,91.78,17.835,23.015,91.05,5.005479452054795,0.9681500196456909
2019-11-11,20.26155771236591,18.69104663432521,50.77605321507761,108.295,29.86163499,89.395,20.39,22.225,91.05,4.997260273972603,1.014950037002563
2019-11-12,19.94267671231336,18.76178448223698,47.34513274336283,108.1235,26.64045654,89.345,19.535,22.055,91.05,4.994520547945205,1.002249985933304
2019-11-13,20.20013312357554,18.83076027385616,49.88962472406181,108.13,22.44770658,89.47,20.09,21.95,91.15,4.991780821917809,1.038249999284744
2019-11-14,19.94921875,18.89775246135616,48.45814977973568,108.25,27.32281559,89.64500000000001,20.875,22.135,91.15,4.989041095890411,1.107450008392334
2019-11-15,20.5234375,18.97314554968353,53.62637362637363,107.6,183.48523054,89.36,21.58,21.51,91.3,4.991780821917808,1.176599979400635
2019-11-18,19.94921875,19.0146169038502,48.46491228070176,108.05,55.40822565,90.25,19.98,21.45,91.4,4.983561643835617,1.167799949645996
2019-11-19,20.01190306230622,19.05644479629536,48.79649890590809,108.605,50.63314812,91.275,18.82,22.02,91.6,4.986301369863014,0.9413500130176544
2019-11-20,20.71484375,19.14895781712869,56.76855895196506,108.725,40.18164289,90.55000000000001,19.62,21.685,91.7,4.983561643835616,1.032199978828431
2019-11-21,20.50098490937196,19.20882137660776,53.37690631808278,107.88,39.58015482,90.07,19.11,21.21,91.7,4.994520547945205,1.130399942398071
2019-11-22,20.08776540107015,19.25284675527097,49.1304347826087,107.895,51.57077513,89.545,19.975,20.89,91.65,4.993150684931507,1.23294997215271
2019-11-25,20.00946276259761,19.31469237237157,48.37310195227766,108.23,35.28414468,89.12,20.22,20.7,91.6,4.986301369863014,1.160400032997131
2019-11-26,20.33203125,19.36095448879529,52.16450216450217,108.0,35.03266901,89.33,19.55,20.87,91.6,4.983561643835617,1.183200001716614
2019-11-27,20.33203125,19.40805092329133,52.26781857451404,108.15,29.07559491,89.73,20.41,20.8,91.6,4.980821917808219,1.181900024414062
2019-11-28,19.94921875,19.45791479934709,47.8448275862069,107.96,39.32414589,89.66,19.81,20.59,91.6,4.978082191780822,1.257799983024597
2019-11-29,20.34551528745624,19.50940593392896,52.4731182795699,107.7,28.19464196,90.05,19.62,20.7,91.7,4.975342465753425,1.308899998664856
2019-12-02,20.04441630288357,19.55405053985842,48.92703862660944,107.775,38.36084417,90.85499999999999,19.2,20.91,91.5,4.968493150684932,1.285950005054473
2019-12-03,19.77702025514742,19.59332646033363,45.61027837259101,107.85,31.05618107,90.78,18.93,21.315,91.55000000000001,4.965753424657533,1.233700037002563
2019-12-04,19.1517365675032,19.61459528341707,35.47008547008547,108.024,32.8381013,91.66,18.855,21.505,91.6,4.963013698630137,1.177049994468689
2019-12-05,19.49774641812314,19.64739776818784,40.93816631130064,108.325,41.15597973,92.375,18.2,22.02,91.6,4.96027397260274,1.100750029087067
2019-12-06,19.18359375,19.67610870568784,37.23404255319149,108.84,36.5697739,92.945,17.8,22.125,91.65,4.957534246575342,0.9876000285148623
2019-12-09,19.08743994417871,19.68247389132713,34.6072186836518,109.185,62.31151495,92.64,17.675,22.27,91.6,4.952054794520548,0.6930499970912933
2019-12-10,18.84238331137957,19.66779188775727,29.8728813559322,109.8,54.6569227,92.37,18.455,22.57,91.6,4.949315068493151,0.6184000074863434
2019-12-11,18.90868446629892,19.65804768267027,31.92389006342495,110.04,63.90880244,92.4,19.15,22.635,91.6,4.954794520547946,0.5745999813079834
2019-12-12,19.18359375,19.66717542737458,37.76371308016878,109.57,54.40248203,92.65,19.73,22.47,91.6,4.958904109589041,0.5591999888420105
2019-12-13,19.18359375,19.68950615654125,37.89473684210526,110.183,56.6546633,93.99,18.31,23.47,91.6,4.956164383561644,0.3862000107765198
2019-12-16,19.18359375,19.70470375655412,38.02521008403361,112.164,87.74083863,95.525,17.28,24.9,91.65,4.961643835616439,0.158050000667572
2019-12-17,19.18359375,19.71342207938132,38.15513626834381,112.9,86.20323303,96.14,17.69,25.43,91.6,4.945205479452055,-0.006599999964237213
2019-12-18,19.18359375,19.72003556205238,38.28451882845189,113.413,65.01311737,96.55,17.12,25.6,91.6,4.942465753424657,-0.09799999743700027
2019-12-19,18.36407809549477,19.69271837356888,21.29436325678497,113.1755,54.5023178,97.84,16.025,25.715,91.5,4.953424657534246,-0.03324999939650297
2019-12-20,18.21059430324508,19.66985537117705,19.79166666666667,113.0965,55.88388331,96.055,17.48,25.25,91.6,4.950684931506849,0.3046000003814697
2019-12-23,18.6863670454466,19.61734901561307,25.57172557172557,112.2,40.81035559,94.41999999999999,18.495,24.77,91.65,4.942465753424658,0.4147000014781951
2019-12-24,18.40034044777024,19.56593780679497,21.57676348547718,112.805,46.71801619,95.765,16.36,25.105,91.7,4.93972602739726,0.3722500056028366
2019-12-25,18.36229377547828,19.50467649519172,21.32505175983437,113.082,76.21535325,96.33500000000001,16.59,25.53,91.7,4.954794520547946,0.2398999929428101
2019-12-26,18.83826448444514,19.4676446863399,30.16528925619835,113.845,69.97483218,97.055,16.605,26.41,91.75,4.952054794520548,0.1140000000596046
2019-12-27,19.22270128787371,19.42428681260235,39.79381443298969,113.4995,64.45463473,96.66499999999999,16.325,26.17,91.9,4.949315068493151,0.1085500037297606
2019-12-30,19.18359375,19.39876597926902,39.09465020576132,114.65,59.20204896,97.095,16.165,26.815,91.85,4.941095890410959,0.05024999938905239
2019-12-31,19.9119798827876,19.3954352066184,47.84394250513347,116.0,63.45005994,97.85,16.76,27.96,91.9,4.942465753424657,-0.2874999940395355
2020-01-02,19.56640625,19.3571539566184,45.69672131147541,116.74,76.45542667,98.94,16.24,28.65,91.9,4.936986301369863,-0.4722000062465668
2020-01-03,19.94921875,19.338761751306,50.10224948875256,116.999,85.63368337,98.61,15.81,29.505,91.9,4.934246575342466,-0.6489000022411346
2020-01-06,20.04639754643136,19.33738282281804,51.42857142857142,117.3,89.81155927,99.51,15.51,30.04,91.9,4.926027397260274,-0.6248000264167786
2020-01-07,19.56640625,19.32261427239812,45.62118126272913,118.0,99.15021152,100.88,14.67,31.54,92.0,4.934246575342466,-0.6854000091552734
2020-01-08,19.9558906211222,19.31007625143553,50.20325203252033,117.09,91.29987556,99.67,15.23,30.44,92.1,4.931506849315069,-0.5069499909877777
2020-01-09,19.70743797282829,19.2892564755298,46.85598377281947,117.96,78.79877873,102.3,14.66,31.64,91.9,4.928767123287671,-0.608299970626831
2020-01-10,19.18359375,19.26373564219647,38.66396761133603,117.5,124.1940199,103.2,14.22,31.74,91.9,4.942465753424657,-0.4916999936103821
2020-01-13,18.896484375,19.21543461178126,31.71717171717172,117.995,94.42729036,104.12,13.39,31.59,91.9,4.935616438356165,-0.777349978685379
2020-01-14,19.56640625,19.1995009433518,45.76612903225806,118.8,107.37333723,105.42,13.84,32.72,91.9,4.979452054794521,-0.8734000027179718
2020-01-15,19.32607088098662,19.18446929754645,41.64989939637827,118.195,71.83196261,104.595,13.615,31.8,91.9,4.976712328767123,-0.7082499861717224
2020-01-16,18.89974053607114,19.17606942983205,31.72690763052209,117.3,95.45501792,104.79,13.82,30.75,91.9,5.021917808219178,-0.5476999878883362
2020-01-17,19.36640556218708,19.17169140130084,42.08416833667334,117.22,76.51591052,103.81,14.03,31.11,91.9,5.019178082191781,-0.5842000246047974
2020-01-20,20.140625,19.20359244296751,53.2,117.855,82.97707254,104.925,12.87,31.36,92.05,5.03972602739726,-0.6872499883174896
2020-01-21,19.68550513533763,19.22352794933947,47.30538922155689,117.655,97.26886078,103.095,13.84,31.405,92.0,5.067123287671233,-0.6664499938488007
2020-01-22,20.33203125,19.27318288062682,55.77689243027888,117.542,122.58738592,102.44,14.72,30.91,91.8,5.093150684931507,-0.7195000052452087
2020-01-23,21.09765625,19.34614860675019,66.40159045725646,116.32,115.64468088,99.575,17.065,28.84,91.8,5.093150684931507,-0.4403000026941299
2020-02-03,21.09765625,19.40995069008352,66.46825396825396,110.7555,125.72628215,90.78999999999999,23.39,22.025,92.65,5.063013698630137,0.587799996137619
2020-02-04,23.39453125,19.55031527341686,92.67326732673268,113.5085,150.39697618,89.94,25.195,24.24,92.7,5.06027397260274,0.2815999984741211
2020-02-05,23.3732266451357,19.68996970325471,92.29249011857708,114.98,146.47799773,92.14,23.905,26.25,92.65,5.057534246575343,-0.1563500016927719
2020-02-06,23.39395351672165,19.8303150288121,92.3076923076923,115.7,160.07951491,94.26,22.69,27.28,92.7,5.057534246575343,-0.3370999991893768
2020-02-07,21.97134960862385,19.92324022409957,77.16535433070865,115.689,136.7830683,95.55,22.27,27.51,92.8,5.054794520547945,-0.328000009059906
2020-02-10,21.92291913508476,20.04186825875257,76.2278978388998,115.44,141.56111285,95.58,20.92,28.36,93.0,5.047945205479452,-0.5139000117778778
2020-02-11,22.79351460468224,20.19463226880047,88.0392156862745,115.965,131.63008597,94.92,21.71,28.7,93.0,5.045205479452054,-0.5828500092029572
2020-02-12,23.01171875,20.33881065895225,90.41095890410958,116.7945,145.43601825,95.91,21.34,29.3,93.1,5.042465753424658,-0.8032500147819519
2020-02-13,23.01171875,20.49252326902657,90.4296875,116.13,154.46090186,95.43,22.03,28.87,93.2,5.03972602739726,-0.7121000289916992
2020-02-14,23.39453125,20.6602645181773,92.78752436647173,117.02,200.06510187,95.53999999999999,22.385,29.17,93.25,5.038356164383561,-0.7060999870300293
2020-02-17,23.39453125,20.81214007702913,92.80155642023347,119.09,167.0034226,98.5,19.95,31.35,93.3,5.03013698630137,-0.9941999912261963
2020-02-18,23.01171875,20.9384406591,90.09708737864077,119.14,145.71584312,99.85,18.91,32.28,93.3,5.027397260273973,-1.032799959182739
2020-02-19,23.71654516032567,21.08953903944419,94.18604651162791,119.805,140.11943495,100.33,20.05,32.15,93.4,5.024657534246575,-1.127349972724915
2020-02-20,24.16015625,21.23114491835127,96.71179883945842,121.25,151.83734918,101.875,19.61,33.21,93.35,5.021917808219178,-1.198400020599365
2020-02-21,24.16015625,21.38426991835127,96.71814671814671,121.83,175.11822272,103.075,18.99,33.89,93.35,5.019178082191781,-1.488299965858459
2020-02-24,24.16015625,21.52463450168461,96.72447013487476,122.85,154.48404498,103.25,18.88,34.47,93.4,5.010958904109589,-1.64680004119873
2020-02-25,25.30859375,21.70004104180356,97.88461538461539,122.99,171.62972226,103.97,18.87,34.18,93.3,5.008219178082192,-1.627500057220459
2020-02-26,24.16015625,21.85316604180356,96.54510556621881,121.485,139.70979529,102.4,19.09,32.54,93.4,5.005479452054795,-1.222499966621399
2020-02-27,23.22425049506922,21.96211137093513,90.03831417624522,121.01,131.0061927,103.71,18.14,32.09,93.6,5.002739726027397,-1.315999984741211
2020-02-28,24.16015625,22.11053531350752,96.5583173996176,118.1505,171.44488609,96.68,21.21,29.0,93.6,5.001369863013698,-0.8098000288009644
2020-03-02,22.62890625,22.22537906350752,83.3969465648855,119.81,167.67341637,100.83,18.75,31.19,93.7,4.994520547945205,-1.07480001449585
2020-03-03,23.01171875,22.36255354267418,88.76190476190476,120.1,169.92213833,101.0,18.68,31.55,93.7,4.991780821917808,-1.29610002040863
2020-03-04,23.39453125,22.49015770934085,91.63498098859316,120.87,123.46510576,101.8,17.93,31.6,93.9,4.989041095890411,-1.158699989318848
2020-03-05,23.01171875,22.61301263830796,88.61480075901328,123.0,157.1386845,103.68,16.99,32.93,93.9,4.986301369863014,-1.629600048065186
2020-03-06,23.01171875,22.75007857877226,88.63636363636364,123.02,143.7264968,102.49,17.34,32.78,94.1,4.983561643835617,-1.495300054550171
2020-03-09,22.62890625,22.85882860169936,82.79773156899812,120.001,191.08350726,99.83,19.57,30.41,94.3,4.975342465753425,-1.034299969673157
2020-03-10,22.24609375,22.92901089336602,78.30188679245283,121.3,303.31383612,102.36,17.91,30.43,94.4,4.972602739726027,-1.324300050735474
2020-03-11,22.44952926834447,23.02114503113292,80.97928436911488,121.59,311.38930608,100.81,19.73,30.585,94.45,4.967123287671233,-1.286650002002716
2020-03-12,23.77734375,23.13598878113292,93.796992481203,119.9425,342.97652557,99.14,20.7,28.98,94.5,4.965753424657533,-1.062749981880188
2020-03-13,23.96875,23.23169190613292,95.1219512195122,118.975,438.31319141,97.89,20.93,28.66,94.1,4.963013698630137,-0.8811500072479248
2020-03-16,23.13913222982611,23.29974110546046,89.13857677902621,116.11,456.21832322,94.08000000000001,24.1,25.815,93.80000000000001,4.956164383561644,-0.3228000104427338
2020-03-17,23.39453125,23.29974110546046,91.4018691588785,116.425,713.11686187,93.78,24.7,26.52,93.7,4.953424657534247,-0.4115000069141388
2020-03-18,24.05899051966292,23.32259990127803,95.33582089552239,116.46,825.37140442,92.75,27.57,26.87,93.7,4.950684931506849,-0.4406000077724457
2020-03-19,23.7181864668559,23.3334076662825,92.73743016759776,116.23,765.94053847,93.01,28.37,27.43,93.6,4.947945205479452,-0.3890999853610992
2020-03-20,25.5,23.45102934599504,98.3271375464684,118.62,884.68270557,93.67500000000001,29.55,30.475,93.6,4.953424657534247,-0.7983999848365784
2020-03-23,24.54296875,23.53836433315888,97.21706864564007,115.498,561.75974641,90.79,29.47,25.38,93.7,4.945205479452055,-0.09654999896883965
2020-03-24,24.32528862671786,23.58942346722673,96.48148148148148,117.415,605.52043586,92.82,29.66,26.1,93.8,4.942465753424657,-0.5236499905586243
2020-03-25,26.07421875,23.69150680056007,98.52125693160814,119.515,680.06728988,93.79,29.3,29.15,93.9,4.935616438356164,-0.8627500236034393
2020-03-26,25.30859375,23.76806930056007,97.60147601476015,118.6,737.70697252,93.265,29.825,28.43,94.0,4.936986301369863,-0.8078500032424927
2020-03-27,25.30859375,23.8318713838934,97.60589318600368,118.0,774.94863512,93.245,29.51,27.385,94.0,4.934246575342466,-0.7280499935150146
2020-03-30,25.44903460806956,23.90035482916239,97.97794117647058,117.365,648.85257224,91.46000000000001,31.8,26.0,94.1,4.926027397260274,-0.5115000009536743
2020-03-31,25.28196674306883,23.97602976226468,96.88073394495413,117.6,786.35889952,91.41499999999999,31.865,26.25,93.8,4.926027397260274,-0.5478000044822693
2020-04-01,25.30859375,24.02909804858716,97.43589743589743,117.71,780.1601351,90.88,32.54,26.67,93.7,4.928767123287671,-0.656499981880188
2020-04-02,24.92578125,24.05461888192049,96.52650822669105,117.61,649.67168018,92.13,29.73,27.61,93.85,4.927397260273972,-0.5644500255584717
2020-04-03,23.77734375,24.04185846525383,91.78832116788321,116.48,491.87432506,91.81,28.3,25.68,93.7,4.926027397260274,-0.2718999981880188
2020-04-07,23.50285254872287,24.01994834187792,89.79963570127505,117.24,385.53121817,94.05,26.73,27.12,94.1,4.915068493150685,-0.5503000020980835
2020-04-08,23.01171875,23.94338584187792,85.81818181818181,116.761,313.93555425,94.76,25.58,27.7,94.2,4.920547945205479,-0.4959999918937683
2020-04-09,23.39453125,23.91786500854459,89.11070780399274,117.001,331.46865231,94.5,24.74,27.2,94.2,4.926027397260274,-0.3560000061988831
2020-04-10,22.62890625,23.89802020037562,79.8913043478261,115.21,265.22243677,92.555,25.21,25.28,94.15,4.924657534246576,-0.1770500019192696
2020-04-13,21.86328125,23.82145770037562,69.25858951175407,113.81,247.67055255,91.38,25.07,23.13,94.1,4.926027397260274,0.1439999938011169
2020-04-14,21.91243551818414,23.79757534264842,70.21660649819495,115.048,353.77102497,92.81,24.46,23.97,94.0,4.926027397260274,0.02859999984502792
2020-04-15,22.62343480470675,23.78463254447198,78.73873873873873,115.46,641.66580767,91.67,26.34,24.46,94.0,4.924657534246576,0.0633499976247549
2020-04-16,23.33737531851371,23.78272734675577,87.41007194244604,116.0,624.2625624,92.18,27.14,25.69,94.1,4.923287671232877,-0.2055000066757202
2020-04-17,23.41693198685577,23.79623445465096,89.5870736086176,116.53,602.51558954,92.065,26.98,26.505,94.0,4.932876712328767,-0.1942499950528145
2020-04-20,23.39453125,23.80899487131763,89.06810035842294,116.6945,527.21703179,92.66,26.9,27.015,94.0,4.924657534246576,-0.2877500057220459
2020-04-21,23.49777776921179,23.83795725529136,89.80322003577818,116.2865,601.3552304,92.565,28.735,26.315,93.95,4.931506849315069,-0.3074000030755997
2020-04-22,23.77734375,23.88899892195802,91.96428571428571,117.07,672.15897815,93.1,27.925,26.095,94.1,4.928767123287671,-0.4213999956846237
2020-04-23,24.16015625,23.94601982134654,95.00891265597147,117.1,637.26723363,93.285,28.74,26.815,94.3,4.926027397260274,-0.4117000102996826
2020-04-24,23.60420816229721,23.94024863508978,90.2135231316726,115.8945,667.36626074,91.83,28.05,25.835,94.35,4.923287671232877,-0.1513499990105628
2020-04-27,24.54296875,23.95938926008978,96.0923623445826,116.6,502.53981329,91.96,29.75,26.11,94.2,4.917808219178082,-0.3201000094413757
2020-04-28,24.16015625,23.99342339409558,94.8581560283688,116.178,654.17148177,90.64,31.9,25.76,94.15,4.919178082191781,-0.216449998319149
2020-04-29,24.54296875,24.03170464409558,96.10619469026548,115.935,657.16049295,89.485,31.535,25.735,94.2,4.916438356164384,-0.1581999957561493
2020-04-30,24.12409702774949,24.0338748610318,93.28621908127208,116.2725,577.56854947,91.74,29.2,25.875,94.1,4.919178082191781,-0.2509999945759773
2020-05-06,23.77734375,24.03584677046993,91.18165784832452,116.975,367.25841685,92.72,27.74,26.795,94.1,4.902739726027397,-0.4424500018358231
2020-05-07,23.77734375,23.97842489546993,91.19718309859155,115.94,334.78934684,92.255,28.215,26.78,93.9,4.901369863013699,-0.3330499976873398
2020-05-08,23.67289798050215,23.94942253648667,89.45518453427064,116.51,345.90482752,93.43,26.87,27.75,93.7,4.898630136986301,-0.4476999938488007
2020-05-11,22.93988633078227,23.90324245995549,81.22807017543859,116.275,332.9178823,93.045,27.39,27.76,93.3,4.891780821917808,-0.3760000020265579
2020-05-12,22.82602709890168,23.79496940491888,80.38528896672504,115.87,325.10304788,92.37,26.9,27.59,93.1,4.890410958904109,-0.3113000094890594
2020-05-13,21.86328125,23.68012565491888,67.13286713286713,115.4,364.00826512,92.7,25.69,27.72,93.1,4.901369863013699,-0.2223999947309494
2020-05-14,21.97839700780936,23.56911909684585,69.2844677137871,114.73,300.00381774,91.34,26.25,27.04,93.1,4.898630136986301,-0.09619999676942825
2020-05-15,21.31684986818396,23.43137960551633,59.7560975609756,114.405,299.24793434,91.275,26.295,26.18,93.1,4.897260273972602,0.03509999997913837
2020-05-18,20.33203125,23.26638175574737,48.8695652173913,112.825,275.19762282,91.29499999999999,25.585,24.89,93.1,4.889041095890411,0.2659000083804131
2020-05-19,19.75244122982657,23.08117667174159,41.66666666666667,112.712,278.09306891,91.845,23.585,24.985,93.0,4.889041095890411,0.2718000039458275
2020-05-20,18.8933922121038,22.88009703714505,25.99653379549394,111.4,337.24767756,91.7,22.87,22.97,93.0,4.887671232876713,0.5573999881744385
2020-05-21,19.28903417733045,22.73048671805607,35.29411764705883,110.82,357.61734619,91.29,23.09,22.285,92.9,4.884931506849315,0.6470499932765961
2020-05-22,18.81747824352257,22.57430757454939,25.21588946459413,110.005,313.85173679,89.95,24.16,21.28,92.8,4.895890410958904,0.7752000093460083
2020-05-25,18.32735225693368,22.41816202478051,17.75862068965517,109.88,289.69778858,89.7,24.14,20.52,92.9,4.887671232876713,0.9312000274658203
2020-05-26,18.84584362653087,22.26653910399821,25.81755593803787,110.6,281.87999492,90.95,22.38,21.91,92.8,4.884931506849315,0.7110999822616577
2020-05-27,18.513671875,22.12936462483154,20.446735395189,110.809,275.36234896,91.975,21.545,21.985,92.6,4.882191780821918,0.7314999997615814
2020-05-28,18.896484375,22.03047139566487,27.95883361921098,110.909,215.52399251,91.46000000000001,21.525,21.95,92.4,4.88082191780822,0.7814500033855438
2020-05-29,19.18359375,21.93951000339207,34.24657534246575,111.8,270.73452646,91.78,22.6,22.84,92.4,4.879452054794521,0.5651999711990356
2020-06-01,19.55995901289304,21.83739414366494,38.63247863247863,113.41,270.11404985,93.93,21.09,25.2,92.3,4.871232876712329,0.2533999979496002
2020-06-02,20.05154362710912,21.72786642061812,46.58703071672355,114.04,271.68064318,94.25,20.96,26.3,92.0,4.868493150684932,0.07859999686479568
2020-06-03,20.20685054219098,21.62086370579597,47.70017035775128,113.9,288.31660905,94.34,21.64,26.53,91.7,4.865753424657534,0.1789000034332275
2020-06-04,19.65208012694408,21.49611533502743,41.3265306122449,113.251,295.68702953,94.16,21.35,25.89,91.6,4.863013698630137,0.2669000029563904
2020-06-05,19.18359375,21.35230920105371,34.12563667232598,113.0,330.77610982,93.6,20.25,25.0,91.5,4.86027397260274,0.3921000063419342
2020-06-08,18.896484375,21.18961388855371,27.79661016949153,112.65,252.53721308,94.15,20.2,24.86,91.5,4.852054794520548,0.3659000098705292
2020-06-09,18.72535474511648,21.00845383839093,23.3502538071066,113.0,245.13429644,94.36,19.74,24.81,91.6,4.849315068493151,0.3765999972820282
2020-06-10,18.705078125,20.84514950381435,23.14189189189189,112.47,244.47847615,93.4,20.24,24.53,91.6,4.846575342465753,0.386599987745285
2020-06-11,18.513671875,20.64417294131435,20.23608768971332,111.992,264.54397845,93.97,20.76,23.8,91.7,4.843835616438357,0.4941999912261963
2020-06-12,18.705078125,20.46233700381435,23.4006734006734,112.326,276.30997732,93.68,19.98,23.84,91.7,4.841095890410958,0.482699990272522
2020-06-15,19.18359375,20.28369117048102,34.78991596638654,112.5,277.34039201,93.33,20.33,23.64,91.7,4.832876712328767,0.4474999904632568
2020-06-16,18.93797289304572,20.11082036599089,29.36241610738255,113.0,251.63808602,95.55,18.77,24.83,91.6,4.83013698630137,0.294299989938736
2020-06-17,18.67848865221806,19.94085852939816,21.44053601340034,113.1745,258.22870115,96.505,18.435,25.03,91.65,4.827397260273973,0.1658999994397163
2020-06-18,18.322265625,19.75902259189816,17.05685618729097,113.151,242.56483085,96.49,18.92,25.47,91.6,4.824657534246575,0.2379000037908554
2020-06-19,18.705078125,19.59342859671476,23.70617696160267,113.5,301.93115026,96.525,18.14,26.29,91.5,4.823287671232876,0.105749998241663
2020-06-22,18.705078125,19.45226832318868,23.83333333333333,113.5,229.55651102,97.15,18.17,27.07,91.4,4.816438356164383,0.1283999979496002
2020-06-23,18.130859375,19.29576273239196,14.97504159733777,112.88,230.7433742,96.85,16.87,26.14,91.1,4.819178082191781,0.3237000107765198
